year,holc_grade,N_samples
1975,B,51
1976,B,55
1977,B,79
1978,B,13
1979,B,13
1993,B,60
1994,B,1
1996,B,1
2011,B,2
2012,B,14
2014,B,40
2015,B,49
2016,B,34
2017,B,16
2018,B,103
2019,B,99
2020,B,307
2021,B,284
2022,B,1
1974,B,15
1975,B,11
1976,B,17
1977,B,17
1978,B,19
1979,B,15
1988,B,55
1994,B,13
1995,B,1
1996,B,36
1997,B,125
1998,B,38
1999,B,40
2000,B,46
2002,B,4
2003,B,8
2005,B,49
2009,B,36
2010,B,24
2011,B,84
2012,B,14
2013,B,81
2014,B,156
2015,B,134
2016,B,351
2017,B,744
2018,B,1582
2019,B,2010
2020,B,2341
2021,B,3152
1973,B,6
1976,B,22
1977,B,21
1978,B,25
2004,B,35
2005,B,13
2006,B,82
2007,B,12
2010,B,11
2011,B,1
2013,B,1
2014,B,1
2015,B,9
2016,B,2
2020,B,6
2021,B,8
1956,B,7
1974,B,51
1976,B,5
1977,B,36
1978,B,6
1998,B,1
2010,B,1
2011,B,1
2015,B,7
2017,B,30
2018,B,28
2019,B,9
2020,B,117
2021,B,21
2022,B,1
2013,B,1
2016,B,21
2018,B,9
2019,B,1
2020,B,2
2021,B,3
2022,B,2
1976,B,2
1979,B,1
1984,B,76
1998,B,2
2000,B,2
2002,B,1
2013,B,117
2014,B,17
2015,B,26
2016,B,48
2017,B,16
2018,B,120
2019,B,229
2020,B,374
2021,B,122
2022,B,1
1966,B,2
1974,B,4
1975,B,5
1976,B,1
1978,B,8
1980,B,33
1981,B,27
1982,B,7
1983,B,13
1989,B,1
1991,B,6
1994,B,1
1995,B,1
1997,B,1
1998,B,1
1999,B,1
2001,B,37
2003,B,10
2009,B,1
2011,B,3
2012,B,18
2013,B,73
2014,B,119
2015,B,105
2016,B,37
2017,B,67
2018,B,86
2019,B,154
2020,B,372
2021,B,257
2022,B,10
1976,B,8
1977,B,4
1978,B,7
1979,B,5
1980,B,4
1981,B,3
1982,B,4
1983,B,4
1984,B,6
1985,B,4
1999,B,1
2003,B,80
2004,B,24
2005,B,1
2006,B,3
2008,B,3
2009,B,243
2010,B,375
2011,B,537
2012,B,607
2013,B,921
2014,B,773
2015,B,450
2016,B,555
2017,B,1338
2018,B,1182
2019,B,1435
2020,B,5297
2021,B,4040
1976,B,7
1977,B,6
1978,B,6
1979,B,6
1980,B,6
1981,B,3
1982,B,3
1983,B,4
1984,B,6
1985,B,6
1998,B,1
2017,B,33
2018,B,28
2020,B,30
2021,B,26
2020,B,1
2016,B,1
2021,B,2
2019,B,8
2020,B,31
2021,B,28
2019,B,1
2020,B,678
2021,B,691
2016,B,3
2018,B,3
2012,B,1
2014,B,10
2016,B,27
2019,B,4
2021,B,4
1999,B,6
2003,B,6
2008,B,4
2009,B,3
2010,B,1
2013,B,175
2014,B,39
2015,B,23
2016,B,156
2017,B,120
2018,B,21
2019,B,207
2020,B,588
2021,B,842
2009,B,8
2013,B,1
2017,B,1
2019,B,30
2020,B,6
2021,B,84
2022,B,1
2020,B,8
2021,B,85
2020,B,1
2021,B,39
2006,B,5
2011,B,1
2015,B,30
2016,B,28
2017,B,112
2018,B,104
2019,B,132
2020,B,675
2021,B,215
2022,B,2
1984,B,1
2014,B,2
2015,B,133
2016,B,3
2017,B,7
2018,B,3
2019,B,11
2020,B,29
2021,B,55
2022,B,4
2017,B,2
2018,B,11
2019,B,29
2020,B,10
2021,B,9
2015,B,2
2017,B,2
2018,B,22
2019,B,51
2020,B,3
2021,B,7
2022,B,1
1976,B,21
1977,B,14
1978,B,18
2011,B,8
2015,B,32
2018,B,9
2019,B,5
2020,B,2
2021,B,30
2022,B,1
2019,B,77
2020,B,138
2021,B,36
2022,B,1
2015,B,62
2016,B,198
2018,B,42
2019,B,28
2020,B,84
2021,B,113
2022,B,4
2012,B,1
2018,B,1
2019,B,53
2020,B,12
2021,B,1
1976,B,7
1977,B,7
1978,B,10
2000,B,7
2006,B,64
2008,B,89
2012,B,7
2013,B,4
2016,B,16
2017,B,10
2018,B,2
2019,B,73
2020,B,150
2021,B,199
2022,B,7
1994,B,4
2008,B,1
2012,B,22
2013,B,1
2014,B,10
2015,B,4
2016,B,3
2017,B,7
2018,B,72
2019,B,35
2020,B,576
2021,B,1410
2022,B,35
1962,B,2
1997,B,1
2003,B,4
2009,B,5
2010,B,18
2012,B,16
2013,B,89
2015,B,15
2016,B,27
2017,B,168
2018,B,80
2019,B,109
2020,B,46
2021,B,68
2022,B,3
2012,B,2
2013,B,8
2014,B,32
2015,B,6
2016,B,7
2017,B,21
2018,B,11
2019,B,16
2020,B,11
2021,B,48
2022,B,7
1999,B,5
2003,B,3
2010,B,19
2012,B,1
2013,B,237
2014,B,986
2015,B,348
2016,B,147
2017,B,72
2018,B,114
2019,B,96
2020,B,70
2021,B,93
2022,B,3
2011,B,1
2015,B,1
2021,B,6
1991,B,2
1993,B,1
2017,B,24
2018,B,44
2019,B,19
2020,B,109
2021,B,473
2018,B,3
2021,B,94
1976,B,9
1977,B,14
1978,B,12
2013,B,6
2016,B,1
2017,B,1
2019,B,146
2020,B,146
2021,B,157
1976,B,1
2011,B,10
2013,B,8
2014,B,128
2016,B,30
2017,B,104
2018,B,13
2019,B,22
2020,B,250
2021,B,57
1976,B,8
1977,B,8
1978,B,6
1979,B,9
1980,B,11
1981,B,9
1982,B,12
1983,B,12
1984,B,11
1985,B,11
2001,B,14
2008,B,2
2009,B,19
2011,B,29
2012,B,31
2013,B,17
2014,B,75
2015,B,51
2016,B,56
2017,B,49
2018,B,54
2019,B,132
2020,B,463
2021,B,338
2022,B,2
1976,B,6
1977,B,6
1978,B,5
1993,B,1
2003,B,1
2012,B,1
2013,B,6
2017,B,4
2019,B,98
2020,B,3
2021,B,48
2022,B,1
2017,B,1
2018,B,2
2019,B,4
2020,B,501
2021,B,168
1974,B,2
2002,B,2
2010,B,10
2011,B,1
2013,B,8
2016,B,4
2017,B,13
2018,B,17
2019,B,8
2020,B,7
2021,B,8
2022,B,1
1996,B,1
2011,B,1
2014,B,9
2015,B,15
2017,B,4
2018,B,6
2019,B,3
2020,B,7
2021,B,23
2022,B,2
1976,B,4
1977,B,6
1978,B,5
2009,B,5
2010,B,6
2012,B,5
2015,B,1
2019,B,1
2020,B,2
2021,B,11
2011,B,1
2014,B,10
2015,B,19
2016,B,2
2017,B,10
2018,B,52
2019,B,22
2020,B,30
2021,B,25
2022,B,1
1932,B,2
2016,B,3
2017,B,4
2018,B,6
2021,B,6
1933,B,9
2011,B,1
2014,B,27
2016,B,6
2017,B,32
2018,B,3
2019,B,13
2020,B,181
2021,B,468
2020,B,1
2021,B,17
2012,B,1
2013,B,7
2014,B,2
2016,B,1
2019,B,22
2020,B,6
2021,B,19
2022,B,2
2012,B,3
2019,B,104
2020,B,3
2021,B,61
2018,B,3
2019,B,7
2020,B,17
2021,B,20
2022,B,1
1988,B,48
1997,B,37
2002,B,68
2003,B,11
2006,B,7
2011,B,3
2012,B,18
2013,B,8
2014,B,36
2015,B,26
2016,B,6
2017,B,48
2018,B,197
2019,B,154
2020,B,471
2021,B,291
2022,B,46
2016,B,1
1999,B,28
2014,B,1
2019,B,14
2020,B,7
2021,B,4
1976,B,8
1977,B,10
1978,B,8
2008,B,1
2010,B,1
2013,B,2
2014,B,1
2015,B,27
2016,B,4
2017,B,2
2019,B,3
2020,B,95
2021,B,89
1936,B,1
1940,B,1
1947,B,1
1959,B,1
1963,B,1
1965,B,1
1982,B,1
1996,B,13
2000,B,12
2001,B,28
2002,B,55
2003,B,18
2004,B,19
2005,B,23
2006,B,34
2007,B,36
2008,B,30
2009,B,41
2010,B,21
2011,B,2
2012,B,1
2013,B,100
2014,B,107
2015,B,7
2016,B,1
2017,B,1
2019,B,126
2020,B,1157
2021,B,456
1932,B,6
1933,B,1
1936,B,2
2011,B,10
2015,B,4
2016,B,53
2017,B,562
2018,B,625
2019,B,894
2020,B,882
2021,B,899
2010,B,9
2012,B,8
2013,B,123
2014,B,52
2015,B,50
2016,B,238
2017,B,187
2018,B,1
2019,B,11
2020,B,19
2021,B,78
2022,B,6
2011,B,6
2013,B,14
2014,B,13
2015,B,33
2016,B,33
2017,B,175
2018,B,99
2020,B,137
2021,B,22
2022,B,2
1998,B,5
1999,B,9
2000,B,123
2001,B,28
2002,B,42
2003,B,31
2004,B,6
2005,B,23
2008,B,8
2009,B,27
2010,B,16
2011,B,14
2013,B,546
2014,B,831
2015,B,567
2016,B,823
2017,B,239
2018,B,246
2019,B,391
2020,B,2205
2021,B,3801
2022,B,7
2002,B,1
2011,B,3
2018,B,1
2019,B,4
2020,B,2
2021,B,5
2022,B,5
1950,B,3
1956,B,35
1974,B,1
1980,B,1
1993,B,55
1995,B,110
1996,B,134
1997,B,2
1998,B,1
2000,B,2
2002,B,1
2009,B,11
2011,B,237
2012,B,451
2013,B,328
2014,B,138
2015,B,1
2016,B,10
2017,B,1
2018,B,5
2019,B,12
2020,B,14
2021,B,23
1933,B,2
1960,B,1
1981,B,1
1999,B,7
2000,B,34
2001,B,22
2002,B,36
2003,B,30
2004,B,32
2005,B,29
2006,B,51
2007,B,273
2008,B,53
2009,B,21
2010,B,2
2011,B,9
2012,B,91
2013,B,24
2014,B,68
2015,B,117
2016,B,127
2017,B,254
2018,B,177
2019,B,311
2020,B,1275
2021,B,219
2022,B,3
2009,B,30
2018,B,1
2021,B,18
2016,B,8
2019,B,23
2021,B,1
1976,C,5
1977,C,5
1978,C,8
2005,C,31
2006,C,3
2008,C,1
2009,C,5
2010,C,7
2013,C,157
2014,C,114
2015,C,339
2016,C,262
2017,C,101
2018,C,190
2019,C,73
2020,C,382
2021,C,130
1932,C,1
1936,C,2
1964,C,2
1980,C,5
1985,C,11
2004,C,5
2006,C,9
2007,C,1
2011,C,2
2014,C,3
2017,C,14
2018,C,23
2019,C,1
2020,C,17
2021,C,18
2003,C,1
2018,C,1
2019,C,44
2020,C,5
2021,C,48
2022,C,1
1980,C,1
1984,C,1
2019,C,22
2020,C,1
2021,C,36
2022,C,1
1977,C,1
1989,C,1
2018,C,1
2019,C,11
2021,C,71
2022,C,2
2000,C,3
2002,C,7
2018,C,1
2019,C,14
2021,C,49
2019,C,7
2020,C,1
2021,C,4
1975,C,13
2019,C,17
2021,C,7
2022,C,1
2020,C,3
2021,C,3
2017,C,4
2018,C,1
2019,C,1
2020,C,4
2021,C,52
2022,C,1
2016,C,15
2018,C,1
2019,C,6
2020,C,2
2021,C,3
2018,C,1
2019,C,1
2020,C,3
2021,C,4
2022,C,1
1932,C,1
1934,C,1
1937,C,1
1938,C,1
1948,C,1
1950,C,1
1966,C,1
1967,C,1
1970,C,3
1972,C,1
1973,C,1
1974,C,1
1975,C,6
1976,C,7
1977,C,7
1978,C,8
1979,C,2
1980,C,1
1981,C,4
1982,C,1
1984,C,4
1985,C,2
1987,C,1
1988,C,1
1993,C,1
1997,C,1
2000,C,1
2001,C,1
2006,C,20
2007,C,9
2008,C,21
2009,C,2
2010,C,1
2013,C,7
2014,C,2
2015,C,2
2017,C,10
2018,C,48
2019,C,83
2020,C,8
2022,C,1
2015,C,3
2017,C,8
2018,C,1
2019,C,2
2020,C,37
2021,C,31
2022,C,2
2017,C,4
2018,C,4
2019,C,28
2020,C,1
2021,C,2
2015,C,7
2016,C,3
2017,C,42
2018,C,26
2019,C,86
2020,C,693
2021,C,912
2022,C,6
2011,C,1
2012,C,1
2013,C,1
2014,C,5
2019,C,23
2020,C,6
2021,C,148
2022,C,2
2016,C,1
2018,C,1
2019,C,67
2020,C,40
2021,C,53
2019,C,1
2020,C,1
2021,C,35
2015,C,2
2019,C,5
2020,C,4
2021,C,20
2010,C,6
2011,C,2
2013,C,2
2014,C,11
2015,C,16
2016,C,32
2017,C,45
2018,C,62
2019,C,130
2020,C,173
2021,C,184
2022,C,3
2003,C,1
2007,C,1
2012,C,2
2013,C,10
2014,C,4
2015,C,4
2016,C,6
2017,C,23
2018,C,21
2019,C,91
2020,C,264
2021,C,366
2022,C,12
2000,C,15
2002,C,24
2007,C,6
2008,C,11
2009,C,22
2011,C,1
2012,C,2
2013,C,3
2014,C,2
2015,C,23
2017,C,3
2018,C,6
2019,C,5
2020,C,51
2021,C,218
2022,C,8
2019,C,1
2021,C,4
2022,C,1
1964,C,1
1974,C,10
1975,C,6
1976,C,10
1977,C,9
1978,C,9
1979,C,7
1987,C,1
2000,C,1
2002,C,2
2003,C,3
2004,C,12
2005,C,1
2006,C,2
2008,C,1
2009,C,1
2011,C,11
2012,C,1
2013,C,2
2014,C,17
2015,C,18
2016,C,19
2018,C,54
2019,C,68
2020,C,91
2021,C,178
2022,C,1
1993,C,1
2011,C,6
2013,C,1
2014,C,5
2018,C,1
2019,C,16
2020,C,9
2021,C,87
2022,C,1
1968,C,1
1974,C,1
1998,C,1
2000,C,18
2001,C,1
2002,C,14
2003,C,28
2004,C,30
2005,C,54
2006,C,169
2007,C,89
2008,C,22
2009,C,105
2010,C,4
2011,C,46
2012,C,1
2013,C,4
2014,C,12
2015,C,39
2016,C,54
2017,C,53
2018,C,45
2019,C,57
2020,C,63
2021,C,54
2022,C,6
1978,C,1
1979,C,1
1990,C,1
1994,C,2
2008,C,1
2010,C,1
2011,C,45
2012,C,348
2013,C,151
2014,C,222
2015,C,265
2016,C,129
2017,C,276
2018,C,223
2019,C,214
2020,C,188
2021,C,86
2022,C,4
2005,C,15
2018,C,1
2002,C,7
2004,C,30
2018,C,3
2020,C,3
1976,C,6
2000,C,3
2019,C,9
2020,C,1
2018,C,4
2020,C,29
1935,C,1
1976,C,7
2002,C,1
2004,C,1
2017,C,2
2018,C,1
2019,C,1
2022,C,1
2012,C,3
2014,C,3
2017,C,1
2018,C,8
2019,C,7
2020,C,8
2021,C,61
2018,C,1
2016,C,2
2017,C,5
2019,C,3
2021,C,1
2006,C,10
2018,C,1
2018,C,1
1976,C,7
1989,C,1
1993,C,1
1995,C,1
2001,C,1
2002,C,19
2003,C,19
2004,C,72
2005,C,9
2006,C,1
2008,C,2
2009,C,1
2011,C,59
2013,C,116
2014,C,295
2015,C,647
2016,C,581
2017,C,870
2018,C,1601
2019,C,2520
2020,C,2706
2021,C,3329
2022,C,2
1998,C,9
1999,C,8
2000,C,25
2009,C,4
2013,C,2
2015,C,1
2016,C,3
2017,C,1
2018,C,3
2019,C,28
2020,C,25
2021,C,6
1964,C,1
2009,C,9
2013,C,1
2016,C,2
2017,C,1
2019,C,5
2020,C,44
2021,C,28
2022,C,2
2022,C,2
1985,C,5
1997,C,4
2010,C,11
2011,C,22
2012,C,31
2013,C,45
2014,C,65
2015,C,53
2016,C,63
2017,C,47
2018,C,41
2019,C,29
2020,C,285
2021,C,171
2022,C,2
1979,C,1
2010,C,1
2013,C,2
2014,C,12
2015,C,20
2016,C,2
2017,C,16
2018,C,2
2019,C,117
2020,C,176
2021,C,23
2022,C,5
1950,C,1
1975,C,82
1976,C,12
1994,C,3
1996,C,29
1999,C,1
2000,C,15
2003,C,2
2005,C,1
2007,C,9
2008,C,51
2009,C,177
2010,C,215
2011,C,365
2012,C,340
2013,C,503
2014,C,212
2015,C,107
2016,C,18
2017,C,26
2018,C,52
2019,C,22
2020,C,442
2021,C,461
2022,C,1
1941,C,1
1970,C,3
1994,C,1
1998,C,5
1999,C,39
2000,C,108
2001,C,11
2002,C,2
2003,C,6
2004,C,12
2006,C,22
2007,C,21
2008,C,58
2009,C,60
2012,C,13
2013,C,1
2014,C,21
2015,C,14
2016,C,11
2020,C,30
2021,C,59
1997,C,6
2013,C,2
2014,C,1
2015,C,2
2018,C,1
2019,C,2
2021,C,6
1965,C,18
1999,C,32
2000,C,62
2001,C,17
2002,C,1
2003,C,32
2004,C,1
2005,C,14
2006,C,8
2007,C,19
2009,C,39
2010,C,3
2012,C,13
2013,C,2
2015,C,6
2016,C,50
2017,C,66
2018,C,7
2019,C,10
2020,C,21
2021,C,39
2022,C,2
2004,C,16
2005,C,7
2008,C,2253
2009,C,4435
2010,C,5500
2011,C,5135
2012,C,5656
2013,C,4949
2014,C,4855
2015,C,4952
2016,C,6750
2017,C,7602
2018,C,6940
2019,C,5455
2020,C,5201
2021,C,5145
2006,C,2
2011,C,1
2017,C,1
2018,C,7
2019,C,48
2020,C,2
2021,C,12
2022,C,4
2006,C,28
2009,C,6
2018,C,1
2019,C,4
2020,C,2
2021,C,3
2022,C,1
1936,C,3
1937,C,3
1938,C,2
1939,C,1
1949,C,1
1950,C,2
2018,C,2
2019,C,1
2020,C,1
2021,C,6
1976,C,3
2016,C,9
2018,C,4
2019,C,7
2020,C,1
2021,C,6
2016,C,1
2017,C,1
2018,C,2
2020,C,3
2021,C,2
2022,C,1
1983,C,1
1995,C,2
2010,C,1
2014,C,6
2016,C,5
2017,C,2
2018,C,1
2019,C,13
2020,C,1
2021,C,7
2022,C,1
1999,C,5
2008,C,25
2009,C,134
2010,C,369
2011,C,455
2012,C,544
2013,C,415
2014,C,340
2015,C,261
2016,C,295
2017,C,144
2018,C,13
2019,C,17
2020,C,9
2021,C,6
2019,C,1
2020,C,86
2021,C,90
2020,C,1
2006,C,19
2007,C,8
2008,C,4
2014,C,1
2016,C,6
2017,C,3
2018,C,27
2019,C,15
2020,C,10
2021,C,11
2022,C,1
2016,C,4
2017,C,9
2018,C,3
2019,C,6
2020,C,9
2021,C,5
2022,C,3
1966,C,5
2015,C,2
2017,C,1
2019,C,3
2020,C,19
2021,C,5
1991,C,1
2018,C,1
2019,C,9
2020,C,6
2021,C,15
2022,C,2
2010,C,1
2012,C,3
2014,C,1
2017,C,5
2018,C,3
2019,C,18
2020,C,16
2021,C,29
2022,C,10
1976,C,4
1977,C,1
1978,C,3
1979,C,2
2014,C,7
2015,C,9
2016,C,2
2017,C,18
2018,C,1702
2019,C,946
2020,C,16
2021,C,23
2010,C,1
2013,C,27
2017,C,1
2018,C,1
2019,C,2
2020,C,1
2021,C,20
2022,C,1
2015,C,1
2016,C,39
2017,C,36
2018,C,7
2019,C,2
2020,C,3
2021,C,9
2012,C,1
2018,C,127
2019,C,6
2020,C,8
2021,C,3
1966,C,4
1967,C,4
1969,C,7
1974,C,11
1975,C,12
1976,C,12
1977,C,13
1978,C,15
1979,C,14
2011,C,2
2013,C,2
2014,C,281
2015,C,155
2016,C,127
2017,C,81
2018,C,66
2019,C,66
2020,C,276
2021,C,148
2011,C,1
2018,C,13
2019,C,26
2020,C,2
2021,C,4
2018,C,1
2019,C,1
2020,C,3
2021,C,1
1933,C,1
1963,C,1
2009,C,13
2012,C,16
2013,C,80
2014,C,200
2015,C,46
2016,C,5
2017,C,9
2018,C,6
2019,C,124
2020,C,164
2021,C,171
2022,C,2
2013,C,1
2015,C,5
2016,C,6
2017,C,1
2018,C,2
2019,C,118
2020,C,242
2021,C,40
2008,C,9
2009,C,36
2010,C,1
2018,C,1
2019,C,6
2008,C,8
2010,C,7
2015,C,1
2018,C,1
2020,C,41
2021,C,111
2022,C,1
2011,C,10
2012,C,11
2013,C,14
2014,C,5
2015,C,1
2016,C,4
2017,C,1
2018,C,1
2019,C,28
2020,C,14
2021,C,6
2022,C,1
2013,C,3
2015,C,6
2016,C,1
2017,C,104
2018,C,11
2019,C,12
2020,C,12
2021,C,32
2022,C,4
2019,C,2
2020,C,6
2021,C,31
2022,C,1
2013,C,1
2019,C,1
2020,C,1
2021,C,4
2020,C,1
2008,C,1
2018,C,183
2019,C,103
2020,C,34
2021,C,14
2018,C,8
2019,C,1
2020,C,9
2021,C,4
2013,C,1
2015,C,1
2018,C,1
2019,C,1
2020,C,1
2021,C,7
1937,C,1
1977,C,1
1999,C,23
2001,C,3
2005,C,1
2008,C,1
2016,C,1
2018,C,4
2019,C,1
2020,C,8
2021,C,4
2014,C,1
2016,C,1
2018,C,2
2020,C,8
2021,C,6
2022,C,1
2016,C,7
2019,C,1
2020,C,1
2021,C,5
2017,C,1
2021,C,1
2018,C,1
2019,C,1
2020,C,2
2021,C,3
2011,C,6
2016,C,32
2017,C,24
2018,C,274
2019,C,460
2020,C,161
2021,C,25
2012,C,11
2013,C,4
2019,C,9
2020,C,7
2021,C,41
2022,C,3
1976,C,13
1977,C,13
1978,C,10
1979,C,11
1980,C,9
1981,C,14
1982,C,11
1983,C,13
1984,C,15
1985,C,13
1986,C,3
1987,C,1
1988,C,1
1989,C,2
1993,C,2
2000,C,1
2002,C,4
2006,C,12
2012,C,3
2016,C,1
2018,C,13
2019,C,2
2020,C,31
2021,C,8
2022,C,1
1994,C,1
1997,C,1
1999,C,2
2000,C,24
2001,C,3
2002,C,7
2003,C,4
2004,C,11
2005,C,6
2006,C,9
2007,C,2
2008,C,14
2009,C,21
2010,C,34
2011,C,1
2012,C,7
2013,C,14
2015,C,13
2016,C,1
2018,C,18
2020,C,1
2000,C,52
2001,C,36
2002,C,51
2003,C,10
2005,C,11
2008,C,12
2009,C,9
2015,C,5
2019,C,176
2020,C,6
2021,C,37
2022,C,1
2012,C,28
2013,C,15
2014,C,4
2018,C,10
2020,C,20
2021,C,6
2022,C,1
2013,C,1
2019,C,1
2021,C,1
2014,C,1
2016,C,14
2017,C,61
2018,C,170
2019,C,639
2020,C,671
2021,C,507
2016,C,2
2017,C,3
2018,C,1
2020,C,5
2021,C,1
2022,C,3
2015,C,11
2016,C,9
2017,C,12
2018,C,58
2019,C,83
2020,C,70
2021,C,8
2016,C,1
2017,C,2
2018,C,16
2019,C,4
2020,C,11
2021,C,2
2022,C,5
2019,C,6
2020,C,7
2021,C,2
2022,C,4
2022,C,1
2010,C,10
2014,C,3
2015,C,31
2018,C,6
2019,C,2
2021,C,1
2018,C,49
2019,C,1
2020,C,1
2021,C,57
2020,C,4
1999,C,6
2001,C,7
2002,C,1
2006,C,106
2007,C,157
2008,C,186
2009,C,152
2010,C,50
2012,C,2
2013,C,4
2014,C,12
2015,C,10
2016,C,23
2017,C,29
2018,C,410
2019,C,1191
2020,C,578
2021,C,135
2022,C,1
2000,C,18
2001,C,26
2020,C,1
2021,C,2
1976,C,9
2012,C,5
2016,C,1
2017,C,6
2018,C,5
2019,C,15
2020,C,6
2021,C,47
2022,C,1
2013,C,3
2014,C,1
2015,C,1
2017,C,3
2018,C,1
2019,C,28
2020,C,4
2021,C,25
2014,C,2
2017,C,2
2021,C,1
1991,C,1
2004,C,2
2015,C,1
2018,C,3
2022,C,1
2021,C,1
2002,C,1
2010,C,3
2016,C,3
2019,C,58
2020,C,17
2021,C,16
2022,C,2
1983,C,3
2014,C,5
2015,C,3
2017,C,21
2018,C,1
2000,C,8
2001,C,78
2002,C,50
2003,C,3
2007,C,2
2008,C,6
2014,C,1
2017,C,5
2018,C,11
2020,C,6
2021,C,1
2012,C,1
2014,C,1
2019,C,6
2020,C,1
2021,C,5
2017,C,7
2019,C,7
2020,C,1
2021,C,4
2006,C,1
2014,C,1
2016,C,1
2019,C,14
2020,C,11
2021,C,25
2017,C,9
2019,C,3
2017,C,1
2020,C,26
2021,C,8
1939,C,1
1999,C,4
2000,C,18
2008,C,5
2019,C,46
2020,C,2
2021,C,7
1976,C,4
2016,C,9
2017,C,136
2018,C,87
2019,C,540
2020,C,1118
2021,C,441
1939,C,2
1976,C,19
2016,C,1
2018,C,1
2019,C,143
2020,C,152
2021,C,65
2022,C,2
2020,C,1
2021,C,1
2016,C,6
2017,C,11
2018,C,4
2019,C,36
2020,C,8
2021,C,2
2014,C,8
2016,C,1
2018,C,16
2019,C,10
2020,C,1
2021,C,11
2020,C,3
2021,C,2
2009,C,1
2010,C,94
2013,C,79
2014,C,15
2016,C,12
2017,C,32
2018,C,67
2019,C,9
2020,C,30
2021,C,3
1983,C,1
1994,C,1
1998,C,1
2002,C,2
2003,C,2
2006,C,1
2008,C,14
2010,C,27
2011,C,1
2012,C,9
2014,C,11
2015,C,10
2016,C,46
2017,C,21
2018,C,96
2019,C,84
2020,C,902
2021,C,987
2022,C,1
1940,C,1
1945,C,2
1947,C,2
1949,C,2
1950,C,5
1953,C,1
1954,C,4
1955,C,5
1956,C,14
1957,C,6
1958,C,1
1959,C,2
1960,C,2
1961,C,2
1962,C,2
1963,C,1
1964,C,2
1965,C,8
1966,C,1
1967,C,2
1970,C,19
1972,C,19
1975,C,203
1976,C,61
1978,C,18
1979,C,14
1980,C,18
1981,C,12
1982,C,1
1983,C,2
1984,C,2
1985,C,5
1987,C,2
1988,C,1
1989,C,1
1990,C,23
1991,C,3
1992,C,19
1993,C,4
1994,C,22
1995,C,45
1996,C,77
1997,C,61
1998,C,39
1999,C,30
2000,C,53
2001,C,32
2002,C,87
2003,C,91
2004,C,119
2005,C,170
2006,C,211
2007,C,293
2008,C,214
2009,C,68
2010,C,42
2011,C,25
2012,C,40
2013,C,24
2014,C,66
2015,C,141
2016,C,154
2017,C,287
2018,C,615
2019,C,1045
2020,C,4874
2021,C,3602
2022,C,53
1986,C,20
2009,C,1
2014,C,3
2015,C,14
2016,C,1
2017,C,7
2018,C,4
2019,C,22
2020,C,5
2021,C,15
1998,C,94
2005,C,11
2006,C,6
2009,C,7
2013,C,3
2015,C,127
2016,C,24
2018,C,11
2019,C,15
2020,C,73
2021,C,150
2018,C,1
2021,C,2
2012,C,1
2016,C,2
2018,C,70
2019,C,18
2020,C,2
2021,C,1
2022,C,1
1974,C,10
1975,C,6
1976,C,6
1977,C,7
1978,C,6
1979,C,8
1996,C,4
1997,C,10
1998,C,1
1999,C,1
2000,C,5
2002,C,4
2009,C,5
2010,C,2
2012,C,1
2015,C,50
2016,C,86
2017,C,29
2018,C,153
2019,C,21
2020,C,62
2021,C,41
2017,C,6
2018,C,2
2020,C,1
2021,C,4
2022,C,1
1934,C,1
1980,C,1
1981,C,2
1982,C,1
1983,C,1
1989,C,2
1991,C,1
1992,C,2
1993,C,2
2003,C,21
2004,C,1
2007,C,25
2008,C,1
2011,C,1
2013,C,2
2020,C,32
2021,C,16
2022,C,2
2019,C,1
2020,C,1
2011,C,1
2016,C,9
2020,C,1
2021,C,1
1976,C,4
2021,C,4
2014,C,2
2020,C,2
2016,C,1
2017,C,1
2018,C,1
2017,C,1
1976,C,5
1977,C,4
1978,C,4
1980,C,31
2004,C,1
2006,C,2
2008,C,1
2009,C,2
2010,C,2
2011,C,9
2012,C,6
2013,C,20
2014,C,10
2015,C,14
2016,C,76
2017,C,43
2018,C,16
2019,C,31
2020,C,179
2021,C,55
2022,C,1
2018,C,1
2020,C,3
2021,C,13
2010,C,1
2020,C,2
2021,C,3
1965,C,1
2020,C,3
2021,C,2
2016,C,1
2021,C,1
2018,C,1
2020,C,1
2017,C,2
2016,C,1
2017,C,2
2019,C,2
2020,C,1
2021,C,21
2013,C,2
2015,C,6
2016,C,2
2017,C,2
2018,C,5
2020,C,7
2021,C,16
2022,C,2
2020,C,6
2021,C,1
1976,C,4
1977,C,4
1978,C,45
1979,C,6
1980,C,4
1981,C,6
1982,C,5
1983,C,17
1984,C,6
1985,C,7
1987,C,35
1992,C,1
1997,C,1
1998,C,2
2002,C,44
2003,C,277
2006,C,21
2007,C,206
2008,C,77
2009,C,37
2010,C,53
2011,C,233
2012,C,699
2013,C,2489
2014,C,2107
2015,C,1900
2016,C,1900
2017,C,1328
2018,C,1311
2019,C,1038
2020,C,1404
2021,C,1264
2022,C,2
2020,C,3
2021,C,1
2022,C,1
2013,C,2
2016,C,1
2017,C,1
2021,C,1
2022,C,2
2021,C,1
2009,C,2
2021,C,1
2022,C,1
1936,C,1
1937,C,6
1939,C,2
1941,C,4
1942,C,1
1950,C,8
1956,C,1
1957,C,3
2003,C,1
2011,C,2
2016,C,19
2017,C,17
2018,C,18
2019,C,3
2020,C,19
2021,C,155
2015,C,4
2017,C,6
2018,C,1
2021,C,20
2022,C,4
2020,C,2
2021,C,3
2020,C,3
2020,C,1
